Indikator,Auspraegung,Jahr,Raumbezug,Indikatorwert,Basiswert1,Basiswert2,Basiswert3,Basiswert4,Basiswert5,NameBasiswert1,NameBasiswert2,NameBasiswert3,NameBasiswert4,NameBasiswert5
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2017,21 Pasing - Obermenzing,5.3,67,1260,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2017,22 Aubing - Lochhausen - Langwied,13.9,118,851,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2017,23 Allach - Untermenzing,14.6,80,548,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2017,24 Feldmoching - Hasenbergl,22.6,65,288,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2017,25 Laim,19.4,7,36,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,Stadt München,9.5,819,8650,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,01 Altstadt - Lehel,0.0,0,28,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,02 Ludwigsvorstadt - Isarvorstadt,1.5,6,404,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,03 Maxvorstadt,0.0,0,137,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,04 Schwabing - West,0.0,0,56,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,05 Au - Haidhausen,0.0,0,51,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,06 Sendling,0.0,0,199,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,07 Sendling - Westpark,4.0,13,328,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,08 Schwanthalerhöhe,0.0,0,8,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,09 Neuhausen - Nymphenburg,0.8,6,742,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,10 Moosach,7.4,16,216,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,11 Milbertshofen - Am Hart,27.5,56,204,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,12 Schwabing - Freimann,2.6,23,901,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,13 Bogenhausen,11.7,57,487,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,14 Berg am Laim,5.6,14,252,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,15 Trudering - Riem,30.4,104,342,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,16 Ramersdorf - Perlach,7.1,67,940,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,17 Obergiesing - Fasangarten,50.0,5,10,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,18 Untergiesing - Harlaching,25.0,39,156,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,7.7,63,816,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,20 Hadern,26.6,50,188,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,21 Pasing - Obermenzing,7.7,79,1028,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,22 Aubing - Lochhausen - Langwied,9.9,67,675,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,23 Allach - Untermenzing,53.2,59,111,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,24 Feldmoching - Hasenbergl,48.9,89,182,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2016,25 Laim,3.2,6,189,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,Stadt München,10.0,750,7489,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,01 Altstadt - Lehel,0.0,0,105,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,02 Ludwigsvorstadt - Isarvorstadt,100.0,4,4,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,03 Maxvorstadt,3.7,6,164,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,04 Schwabing - West,3.3,7,210,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,05 Au - Haidhausen,1.0,3,306,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,06 Sendling,0.0,0,51,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,07 Sendling - Westpark,4.2,14,333,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,08 Schwanthalerhöhe,100.0,2,2,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,09 Neuhausen - Nymphenburg,5.9,11,186,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,10 Moosach,27.5,30,109,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,11 Milbertshofen - Am Hart,5.5,24,438,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,12 Schwabing - Freimann,11.9,51,428,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,13 Bogenhausen,6.5,54,833,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,14 Berg am Laim,4.9,20,408,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,15 Trudering - Riem,10.8,69,639,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,16 Ramersdorf - Perlach,10.9,123,1125,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,17 Obergiesing - Fasangarten,2.3,7,301,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,18 Untergiesing - Harlaching,19.5,17,87,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,9.0,30,335,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,20 Hadern,36.4,32,88,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,21 Pasing - Obermenzing,17.1,67,392,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,22 Aubing - Lochhausen - Langwied,12.8,55,429,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,23 Allach - Untermenzing,39.6,63,159,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,24 Feldmoching - Hasenbergl,23.7,50,211,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2015,25 Laim,7.5,11,146,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,Stadt München,11.5,877,7627,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,01 Altstadt - Lehel,100.0,2,2,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,02 Ludwigsvorstadt - Isarvorstadt,0.0,0,62,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,03 Maxvorstadt,3.1,4,128,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,04 Schwabing - West,2.0,4,202,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,05 Au - Haidhausen,5.7,9,157,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,06 Sendling,0.0,0,564,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,07 Sendling - Westpark,6.2,35,562,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,08 Schwanthalerhöhe,88.0,0,0,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,09 Neuhausen - Nymphenburg,9.8,5,51,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,10 Moosach,4.6,28,604,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,11 Milbertshofen - Am Hart,13.2,27,205,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,12 Schwabing - Freimann,6.3,48,766,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,13 Bogenhausen,30.6,52,170,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,14 Berg am Laim,6.3,16,256,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,15 Trudering - Riem,17.6,96,546,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,16 Ramersdorf - Perlach,6.2,56,909,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,17 Obergiesing - Fasangarten,10.7,9,84,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,18 Untergiesing - Harlaching,17.2,20,116,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,13.1,46,351,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,20 Hadern,22.8,38,167,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,21 Pasing - Obermenzing,10.0,58,578,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,22 Aubing - Lochhausen - Langwied,15.8,67,423,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,23 Allach - Untermenzing,51.2,87,170,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,24 Feldmoching - Hasenbergl,47.0,155,330,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2014,25 Laim,6.7,15,224,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,Stadt München,12.3,748,6100,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,01 Altstadt - Lehel,0.0,0,14,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,02 Ludwigsvorstadt - Isarvorstadt,0.0,0,71,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,03 Maxvorstadt,3.2,1,31,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,04 Schwabing - West,0.6,3,474,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,05 Au - Haidhausen,5.8,3,52,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,06 Sendling,1.2,2,168,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,07 Sendling - Westpark,3.9,21,543,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,08 Schwanthalerhöhe,100.0,2,2,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,09 Neuhausen - Nymphenburg,7.8,17,219,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,10 Moosach,31.3,36,115,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,11 Milbertshofen - Am Hart,9.4,16,171,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,12 Schwabing - Freimann,5.7,24,424,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,13 Bogenhausen,16.7,49,294,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,14 Berg am Laim,6.7,21,312,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,15 Trudering - Riem,26.6,107,403,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,16 Ramersdorf - Perlach,10.0,48,481,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,17 Obergiesing - Fasangarten,1.8,16,871,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,18 Untergiesing - Harlaching,11.0,11,100,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,11.7,62,530,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,20 Hadern,39.8,37,93,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,21 Pasing - Obermenzing,17.8,48,269,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,22 Aubing - Lochhausen - Langwied,70.5,55,78,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,23 Allach - Untermenzing,54.1,73,135,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,24 Feldmoching - Hasenbergl,42.5,85,200,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen Ein- und Zweifamilienhaus,2013,25 Laim,22.0,11,50,,,,genehmigte Neubauwohnungen (Ein- und Zweifamilienhaus),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2023,Stadt München,49.0,4014,8197,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2023,01 Altstadt - Lehel,88.0,0,0,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2023,02 Ludwigsvorstadt - Isarvorstadt,60.1,95,158,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2023,03 Maxvorstadt,50.7,145,286,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
Baugenehmigungen,Wohnungen 1 und 2 Räume,2023,04 Schwabing - West,83.1,177,213,,,,genehmigte Neubauwohnungen (1 und 2 Räume),genehmigte Neubauwohnungen (insgesamt),,,
